Price incl. 19 % VAT - valid from 01.01.2021;PNC;GARDENA Part Number
13,54;581661804;09807-00.600.02
5,13;588111001;09807-00.600.04
39,46;583845601;09807-00.615.01
20,24;584903901;09807-00.620.00
20,23;581649602;09807-00.620.01
20,98;584909901;09808-00.610.00
13,8;581647102;09809-00.600.01
13,8;581647202;09809-00.600.02
4,63;581649101;09809-00.600.03
4,3;581661303;09809-00.600.04
3,09;581661403;09809-00.600.05
8,52;581679702;09809-00.600.06
8,52;581649002;09809-00.600.07
6,76;581679403;09809-00.600.08
12,65;581679804;09809-00.600.09
12,57;581661704;09809-00.600.10
3,24;581679503;09809-00.600.11
8,45;581649201;09809-00.600.12
9,38;581649202;09809-00.600.13
9,38;581649204;09809-00.600.14
5,24;581650001;09809-00.600.18
5,65;581660501;09809-00.600.21
1,79;583844401;09809-00.600.23
1,93;583846401;09809-00.600.24
2,15;583846501;09809-00.600.25
1,21;584242301;09809-00.600.26
4,25;586707801;09809-00.600.27
4,44;587028601;09809-00.600.28
1,93;587184701;09809-00.600.29
12,71;581679805;09809-00.600.30
12,32;581661705;09809-00.600.31
14,41;583860801;09809-00.610.00
12,36;581679202;09809-00.620.01
12,46;581679902;09809-00.620.02
3,92;583845201;09809-00.620.10
17,8;583845101;09809-00.620.11
2,06;583845501;09809-00.620.14
49,5;583845701;09809-00.625.01
14,73;583853001;09809-00.626.00
4,62;585001601;09809-00.626.01
1,93;585001801;09809-00.626.03
20,23;581649502;09809-00.630.01
20,84;584903702;09809-00.640.00
20,96;581649503;09809-00.640.01
6,85;581660801;09811-00.600.01
5,33;581649901;09811-00.600.03
74,64;583845901;09811-00.615.01
17,68;585035801;09811-00.620.00
4,53;586817401;09811-00.626.01
21,47;584903801;09811-00.630.00
19,33;593337001;09822-00.600.08
6,41;593337101;09822-00.600.12
0,88;596361901;09822-00.600.14
1,82;593338201;09822-00.600.15
51,49;596346201;09822-00.620.00
11,61;593337401;09822-00.630.00
13,07;597275401;09822-00.901.00
30,96;597277801;09822-00.902.00
27,93;591077701;09823-00.901.00
20,35;585265101;09824-00.620.00
13,11;581680102;09825-00.600.01
13,08;581680002;09825-00.600.02
3,65;585363301;09825-00.600.05
12,04;585028401;09825-00.610.02
4,22;585600101;09825-00.610.05
52,13;584915501;09825-00.615.00
7,1;585027401;09825-00.615.02
1,82;585027501;09825-00.615.03
0,88;585027801;09825-00.615.06
0,68;585027901;09825-00.615.07
1,33;585723701;09825-00.615.08
11,04;585026601;09825-00.616.00
19,99;589740801;09825-00.630.00
49,08;584915601;09826-00.615.00
0,68;585723201;09826-00.616.09
3,93;590757801;09827-00.600.08
4,03;590757901;09827-00.600.09
13,57;590758001;09827-00.600.10
7,53;590758101;09827-00.600.11
9,19;590758201;09827-00.600.12
1,93;590917701;09827-00.600.13
58,21;590758401;09827-00.600.14
11,33;590758801;09827-00.600.16
5,18;590758601;09827-00.600.17
1,52;590759001;09827-00.600.18
1,93;590759101;09827-00.600.19
1,3;590759201;09827-00.600.20
0,88;590759401;09827-00.600.21
0,83;590759701;09827-00.600.24
0,83;590759901;09827-00.600.26
2,45;590760101;09827-00.600.28
4,3;590758701;09827-00.600.30
1,49;593104001;09827-00.600.31
20,22;590760401;09827-00.610.00
100,54;590761101;09827-00.620.00
1,93;593750401;09827-00.630.01
5,7;590761901;09827-00.631.00
20,3;590762301;09827-00.640.00
4,17;590762501;09827-00.640.02
10,65;593104701;09827-00.640.03
19,17;593679901;09827-00.901.00
7,14;588545201;09830-00.600.07
4,12;588545501;09830-00.600.08
4,76;588545401;09830-00.600.10
1,87;588545601;09830-00.600.11
2,49;588644201;09830-00.600.13
3,52;588546701;09830-00.600.14
16,61;588551001;09830-00.600.15
1,73;588546501;09830-00.600.18
11,33;588546401;09830-00.600.20
1,82;588546201;09830-00.600.22
1,93;588546901;09830-00.600.23
1,33;588546001;09830-00.600.24
1,33;588546101;09830-00.600.25
0,68;588691201;09830-00.600.26
0,83;588691401;09830-00.600.28
6,31;579853501;09830-00.600.30
47,11;588533601;09830-00.610.00
4,21;588544701;09830-00.615.05
0,88;588644901;09830-00.615.08
0,68;501857801;09830-00.615.13
4,06;588547701;09830-00.620.03
39,5;593080501;09830-00.901.00
6,44;579853601;09831-00.600.03
52,35;588729701;09831-00.610.00
6,5;579853701;09832-00.600.03
57,58;588736701;09832-00.610.00
4,22;582168001;09833-00.600.05
3,86;582168101;09833-00.600.06
5,43;582168201;09833-00.600.07
4,77;582168301;09833-00.600.08
2,02;582168501;09833-00.600.09
3,59;582168601;09833-00.600.10
4,57;582168701;09833-00.600.11
7,09;582168801;09833-00.600.12
2,69;582168901;09833-00.600.13
1,33;582169201;09833-00.600.16
1,79;582169301;09833-00.600.17
1,93;582169401;09833-00.600.18
18,54;582169501;09833-00.600.19
2,26;582169701;09833-00.600.21
0,83;582232601;09833-00.600.26
0,68;501805701;09833-00.600.29
1,63;582276301;09833-00.600.30
14,77;599702501;09833-00.600.33
4,02;582158801;09833-00.615.06
1,33;582221401;09833-00.625.03
0,83;582221501;09833-00.625.04
28,3;582160001;09833-00.630.00
1,93;582183901;09833-00.630.07
3,17;582160801;09833-00.630.08
13,38;582167301;09833-00.640.01
52,35;590181501;09833-00.901.00
84,3;590181801;09833-00.902.00
7,76;582170701;09834-00.600.01
57,58;590181601;09834-00.901.00
4,22;582168002;09835-00.600.03
4,03;582168102;09835-00.600.04
5,62;582174501;09835-00.600.05
20,55;582174601;09835-00.600.06
68,06;590181701;09835-00.901.00
6,05;593339201;09836-00.600.01
4,12;593336101;09836-00.600.02
4,59;593979701;09836-00.600.04
16,23;593338301;09836-00.610.00
51,49;593954001;09836-00.620.00
13,08;593981301;09836-00.650.03
1,33;593982101;09836-00.650.04
4,06;593982201;09836-00.650.05
2,74;593982301;09836-00.650.06
41,88;593975601;09836-00.652.00
4,21;593960201;09836-00.653.03
31,34;597278101;09836-00.901.00
5,14;590167201;09837-00.600.05
10,04;590167601;09837-00.600.07
52,35;590166501;09837-00.610.00
1,33;590168301;09837-00.610.03
40,34;590166601;09837-00.620.00
20,65;590169401;09837-00.625.00
2,52;590173701;09837-00.625.06
13,65;590174401;09837-00.640.01
8,48;592892401;09838-00.600.01
62,82;592892301;09838-00.610.00
61,76;593654401;09839-00.660.00
79,99;590072501;09839-00.701.00
159,98;590072601;09842-00.701.00
179,99;590072701;09843-00.701.00
69,97;590072801;09845-00.701.00
2,61;588844201;09850-00.600.04
2,61;588844301;09850-00.600.05
4,86;588844501;09850-00.600.07
1,93;588844701;09850-00.600.09
1,93;588844801;09850-00.600.10
0,68;588845001;09850-00.600.12
12,05;588861901;09850-00.610.00
13,82;588858001;09850-00.620.00
1,95;588861601;09850-00.620.05
20,19;588862201;09851-00.620.00
2,62;588863701;09851-00.620.06
1,82;588554401;09853-00.600.04
27,99;588553301;09853-00.610.00
23,04;588553201;09853-00.620.00
1,73;588555201;09853-00.630.02
2,69;588559201;09853-00.630.03
39,25;588555501;09853-00.640.00
12,88;593674001;09853-00.650.00
32,99;593678201;09854-00.610.00
2,49;593673601;09854-00.611.04
42,73;588704801;09856-00.640.00
3,49;590331201;09860-00.600.05
3,86;590331301;09860-00.600.06
3,24;590331401;09860-00.600.07
46,95;590332101;09860-00.600.15
2,67;590332601;09860-00.600.20
1,93;590332501;09860-00.600.21
62,82;590332701;09860-00.610.00
38;590334201;09860-00.620.00
20,49;590334501;09860-00.630.00
15,47;590335101;09860-00.630.04
7,96;590335601;09860-00.640.00
9,98;593680201;09861-00.600.00
5,14;597502401;09870-00.600.01
4,62;597503001;09870-00.600.02
0,83;597502901;09870-00.600.03
1,79;597511901;09870-00.600.04
39,53;597512001;09870-00.600.05
5,13;597500501;09870-00.600.06
5,88;597491801;09870-00.600.10
2,44;597514501;09870-00.600.11
2,32;597517401;09870-00.600.16
11,78;597521201;09870-00.600.24
1,93;597521301;09870-00.600.25
4,02;597521401;09870-00.600.26
3,92;597521901;09870-00.600.30
14,46;597522001;09870-00.600.31
20,38;597502101;09870-00.610.00
8,59;597507701;09870-00.630.00
1,82;597508301;09870-00.630.06
1,93;597508401;09870-00.630.07
13,69;597520301;09870-00.660.00
39,67;597512101;09872-00.600.01
5,88;597491802;09872-00.600.03
19,75;597501901;09872-00.610.00
49,75;597512201;09874-00.600.01
6,06;597491803;09874-00.600.04
19,58;597502301;09876-00.600.01
4,01;597502501;09876-00.600.02
1,82;597509801;09876-00.600.03
0,88;597509901;09876-00.600.04
6,99;597500101;09876-00.600.11
2,81;597522301;09876-00.600.14
10,17;597522401;09876-00.600.15
0,83;598872301;09876-00.600.18
12,17;597510101;09876-00.610.00
8,07;597513301;09876-00.630.00
4,3;597522501;09876-00.650.00
56,75;599239301;09876-00.901.00
7,16;597500102;09878-00.600.02
11,45;589512301;12000-00.610.00
3,17;593887801;12003-00.600.31
1,81;593994001;12003-00.600.41
2,86;593994401;12004-00.600.06
3,02;593930001;12005-00.600.31
1,43;593930201;12005-00.600.36
2,36;593930101;12005-00.600.37
1,93;593930301;12005-00.600.38
20,22;593994801;12006-00.600.11
19,19;593995501;12008-00.600.01
7,38;596735001;12008-00.800.06
14,67;593931501;12010-00.600.01
0,83;593932001;12010-00.600.14
0,88;593932101;12010-00.600.15
2,75;593932301;12010-00.600.16
2,25;593932401;12010-00.600.17
1,62;593976101;12010-00.600.18
7,72;593932801;12010-00.600.26
2,36;593933701;12010-00.600.56
12,4;593934301;12010-00.600.74
0,83;593935401;12010-00.600.96
4,81;597254001;12010-00.901.00
2,88;597893001;12300-00.600.31
1,68;598586101;12300-00.600.41
1,82;598586201;12300-00.600.46
3,13;598586401;12301-00.610.16
3,52;598586501;12301-00.620.16
1,49;598586601;12302-00.600.11
3,13;598586701;12302-00.610.16
2,74;598586801;12302-00.620.16
1,61;593812701;13135-00.610.01
2,34;593813101;13135-00.610.06
2,13;593837101;13135-00.610.11
1,12;593837701;13135-00.610.16
2,69;593838001;13135-00.610.26
1,46;593838101;13135-00.610.31
2,45;593838201;13135-00.610.32
1,01;593838501;13135-00.610.33
17,95;593838701;13135-00.610.34
0,83;593837901;13135-00.610.35
29,57;593838901;13135-00.620.00
13,8;590771701;13150-00.600.01
8,07;590824001;13150-00.600.06
8,7;590772101;13150-00.600.11
0,88;590824701;13150-00.600.16
6,41;592811801;13150-20.701.00
8,88;590824801;13153-00.600.01
3,59;590825001;13153-00.600.06
4,28;590824901;13153-00.600.11
1,39;597679701;13156-00.100.07
1,64;597679501;13156-00.110.07
1,39;591353901;13156-00.600.16
5,72;592844401;13156-00.710.00
18,24;592844701;13156-20.701.00
1,13;597679401;13157-00.100.06
2,17;592844901;13157-00.710.00
21,37;592845201;13157-20.701.00
3,61;590824501;13162-00.600.01
2,37;592767301;13162-00.710.00
2,9;592767401;13162-20.701.00
2,59;590825101;13163-00.600.01
2,34;592767601;13163-20.701.00
59,36;598400401;13300-00.610.00
4,03;598372301;13300-00.610.21
9,84;598407901;13300-00.620.00
3,13;598408101;13300-00.620.06
1,31;598500901;13300-00.631.00
12,61;598425401;13300-00.640.00
9,21;598425501;13300-00.650.00
6,57;598499101;13300-20.701.00
5,09;598499201;13300-20.702.00
17,2;598499301;13300-20.703.00
61,01;596233701;15020-00.610.01
34,88;596233901;15020-00.610.02
18,89;596234001;15020-00.610.03
34,38;596234101;15020-00.610.04
136,35;596234201;15020-00.620.00
47,15;596234501;15020-00.620.03
9,84;596234601;15020-00.620.04
9,84;596234701;15020-00.620.05
12,91;596234801;15020-00.620.06
3,17;593958201;17020-00.600.03
0,83;597217901;17020-00.600.11
2,18;597275201;17100-00.600.11
2,36;597275301;17105-00.600.06
2,78;586705801;18200-00.600.00
2,89;586705901;18201-00.600.00
2,98;586706001;18202-00.600.00
3,31;590736101;18205-00.701.00
2,07;597388701;18210-00.600.16
4,64;597388801;18210-00.600.21
1,36;586707001;18213-00.600.01
1,36;586706501;18213-00.600.02
1,56;586706901;18214-00.600.01
1,56;586706401;18214-00.600.02
5,39;586706701;18215-00.600.00
3,37;501123201;18217-00.600.00
3,05;590770101;18253-00.610.00
3,93;590770201;18254-00.610.00
3,05;590770301;18255-00.610.00
3,93;590770401;18256-00.610.00
6,96;586572301;18300-00.600.00
0,49;501301801;18300-00.600.16
3,31;586574901;18301-00.600.36
1,01;590170601;18301-00.600.90
3,26;582658001;18303-00.610.00
5,71;582691801;18305-00.610.00
10,47;586572701;18310-00.600.00
4,99;586786101;18310-00.610.00
1,5;586796401;18313-00.600.31
5,49;582538701;18315-00.610.16
3,72;582538801;18315-00.610.21
3,65;582538802;18315-00.610.22
4,31;582539001;18315-00.610.26
5,88;582539101;18315-00.610.31
14,42;501080801;18319-00.610.00
4,84;589203201;18321-00.610.06
3,72;589203202;18321-00.610.07
3,56;589203501;18321-00.610.21
2,37;589203601;18321-00.610.31
3,9;589203701;18321-00.610.36
1,8;589203801;18321-00.610.41
2,68;501582101;18321-00.610.46
2,06;588941201;18334-00.600.06
1,95;589211701;18334-00.600.21
1,95;589211702;18334-00.600.22
3,9;588941701;18334-00.620.01
2,13;501131101;18334-00.620.06
13,79;589549701;18334-00.798.00
13,79;589331001;18336-00.710.00
8,53;582650901;18401-00.710.00
8,2;591356801;18402-00.201.00
18,69;591190601;18402-00.717.00
3,84;596443601;18405-00.600.11
2,37;596442601;18405-00.600.37
1,7;596442801;18405-00.600.39
1,46;594084701;18430-00.600.06
1,46;594084702;18430-00.600.07
5,06;594085501;18430-00.610.00
5,01;594086901;18430-00.620.00
5,38;597028701;18500-00.600.17
15,05;590558001;18500-00.600.31
7,72;590558101;18500-00.600.36
11,39;590555601;18500-00.600.41
0,99;593273301;18500-00.600.52
2,56;593804801;18500-00.600.56
15,51;590555401;18500-00.620.00
21,81;590555201;18500-00.630.00
5,31;590967401;18500-00.720.00
8,4;595072701;18500-00.902.00
3,5;590590001;18502-00.610.01
7,21;590519901;18510-00.600.11
21,68;590520001;18510-00.600.21
8,25;590520501;18510-00.600.43
1,92;590520601;18510-00.600.44
21,68;596526401;18510-00.600.61
5,31;596526701;18510-00.600.66
15,45;590556001;18510-00.610.00
19,71;590520401;18510-00.630.00
22,03;591161701;18510-00.720.00
19,53;591162001;18510-00.901.00
9,41;591162101;18510-20.710.00
9,03;594929401;18512-20.720.00
19,47;590515701;18515-00.610.00
27,23;592948201;18515-00.710.00
9,01;590597201;18517-00.600.01
23,28;591201601;18520-00.901.00
23,28;596598901;18520-00.902.00
24,22;594736201;18541-00.610.00
19,29;597247801;18708-00.610.00
7,83;597390101;18708-00.700.00
3,43;597130901;18710-00.600.56
37,01;501119001;19000-00.600.36
4,93;501657001;19000-00.600.51
100,98;596505501;19005-00.600.00
3,21;588507401;19030-00.600.11
4,02;589232801;19030-00.600.16
11,77;588592801;19031-00.600.01
2,57;588593001;19031-00.600.06
5,05;588593101;19031-00.600.11
4,36;588593201;19031-00.600.16
4,3;588593301;19031-00.600.21
65,08;582124701;19031-00.701.00
14,93;590390001;19032-00.600.11
2,83;590390101;19032-00.600.16
0,68;593320701;19032-00.600.32
33,5;591428301;19032-00.600.41
4,81;593740701;19032-00.620.00
77,99;590127001;19080-00.624.00
84,74;597245301;19080-00.625.00
66,38;590141501;19080-00.640.00
71,94;597245201;19080-00.641.00
25,06;590142201;19080-00.650.01
3,21;590142001;19080-00.650.02
25,17;590142301;19080-00.650.03
7,46;590142401;19080-00.650.04
6,43;593619201;19095-00.600.00
0,83;520612001;44000-00.100.38
34,37;520612701;44000-00.104.00
9,56;520612801;44000-00.104.02
15,59;580671601;44000-06.000.00
4,38;520613201;44000-06.802.01
1,93;520615401;44000-06.804.23
12,94;520616601;44000-06.809.89
3,92;520617801;44000-06.907.47
2,45;520618401;44000-06.907.66
11,42;520618601;44000-06.907.68
2,23;520618701;44000-06.907.76
7,85;520619001;44000-06.909.22
29,36;520621001;44000-06.985.54
19,08;504034801;62550-40.348.01
4,13;504046101;62550-40.461.01
6,88;504103101;62550-41.031.01
19,58;504103301;62550-41.033.01
10,06;504539901;62550-45.399.01
95,81;504541402;62550-45.414.02
99,54;504541403;62550-45.414.03
80,48;504800101;62550-48.001.01
6,22;504827301;62550-48.273.01
2,31;504857801;62550-48.578.01
2,31;505252803;62550-52.528.03
22,41;505253502;62550-52.535.02
23,11;505253602;62550-52.536.02
6,19;505254006;62550-52.540.06
10,58;505254306;62550-52.543.06
17,97;505259004;62550-52.590.04
2,06;505290901;62550-52.909.01
23,97;505436001;62550-54.360.01
3,38;505474301;62550-54.743.01
0,93;510037501;62551-00.375.01
18,47;510069002;62551-00.690.02
72,66;510092801;62551-00.928.01
7,72;510310401;62551-03.104.01
11,54;510362201;62551-03.622.01
43,55;510760300;62551-07.603.00
16,9;510760500;62551-07.605.00
3,34;510760900;62551-07.609.00
1,33;510761700;62551-07.617.00
3,75;510761900;62551-07.619.00
2,64;510762100;62551-07.621.00
15,95;510762600;62551-07.626.00
5,6;510770200;62551-07.702.00
5,07;510777900;62551-07.779.00
11,53;510780702;62551-07.807.02
6,62;510781667;62551-07.816.67
9,92;510782600;62551-07.826.00
12,33;510783902;62551-07.839.02
3,71;510805100;62551-08.051.00
34,09;512831211;62551-28.312.11
61,57;512831214;62551-28.312.14
0,79;513109167;62551-31.091.67
1,38;513121600;62551-31.216.00
2,14;513918900;62551-39.189.00
1,49;514026600;62551-40.266.00
1,49;514825900;62551-48.259.00
4,03;514885904;62551-48.859.04
2,48;514919801;62551-49.198.01
147,89;515991452;62551-59.914.52
11,59;522720801;62552-27.208.01
5,14;522721401;62552-27.214.01
14,8;522803401;62552-28.034.01
27,32;522808701;62552-28.087.01
29,73;522808801;62552-28.088.01
2,37;522900601;62552-29.006.01
1,32;522900901;62552-29.009.01
8,75;522901201;62552-29.012.01
15,67;522901301;62552-29.013.01
26,29;522901701;62552-29.017.01
18,87;522901801;62552-29.018.01
1,32;522901901;62552-29.019.01
92,51;522902001;62552-29.020.01
1,49;522902201;62552-29.022.01
6,87;522902301;62552-29.023.01
6,96;522902401;62552-29.024.01
6,66;522902501;62552-29.025.01
4,15;522902801;62552-29.028.01
4,01;522903101;62552-29.031.01
1,33;522903301;62552-29.033.01
13,1;522913501;62552-29.135.01
50,08;525347301;62552-53.473.01
40,89;525347303;62552-53.473.03
6,03;525347401;62552-53.474.01
9,1;525347801;62552-53.478.01
41,06;525348103;62552-53.481.03
27,61;525348301;62552-53.483.01
31,9;525348302;62552-53.483.02
5,99;525603802;62552-56.038.02
7,59;525603901;62552-56.039.01
22,48;525610501;62552-56.105.01
22,48;525610701;62552-56.107.01
37,47;525610901;62552-56.109.01
37,47;525611001;62552-56.110.01
37,47;525611101;62552-56.111.01
157,6;529306501;62552-93.065.01
7,87;529307301;62552-93.073.01
17,26;529308101;62552-93.081.01
12,38;529317067;62552-93.170.67
17,83;529317167;62552-93.171.67
1,65;531204922;62553-12.049.22
9,56;531205056;62553-12.050.56
0,73;531205057;62553-12.050.57
14,98;531205060;62553-12.050.60
20,96;531205069;62553-12.050.69
1,73;531205169;62553-12.051.69
1,12;531205213;62553-12.052.13
0,44;531205581;62553-12.055.81
21,85;531205863;62553-12.058.63
5,43;531205944;62553-12.059.44
1,62;531206346;62553-12.063.46
2,43;531206653;62553-12.066.53
1,27;531207165;62553-12.071.65
0,93;531207856;62553-12.078.56
4,41;531208008;62553-12.080.08
0,79;531208043;62553-12.080.43
1,27;531208063;62553-12.080.63
0,93;531208216;62553-12.082.16
1,27;531208491;62553-12.084.91
0,98;531208492;62553-12.084.92
1,49;531208772;62553-12.087.72
4,86;531208778;62553-12.087.78
0,75;531208844;62553-12.088.44
4,45;531210573;62553-12.105.73
34,26;531210617;62553-12.106.17
11,63;531210725;62553-12.107.25
3,71;531211191;62553-12.111.91
6,1;531211441;62553-12.114.41
10,09;531211473;62553-12.114.73
4,41;531211474;62553-12.114.74
4,25;531211480;62553-12.114.80
3,22;531211581;62553-12.115.81
12,96;531211754;62553-12.117.54
2,73;531211840;62553-12.118.40
1,62;531212710;62553-12.127.10
19,94;531213263;62553-12.132.63
35,6;531213467;62553-12.134.67
4,03;531213517;62553-12.135.17
20,62;531213588;62553-12.135.88
7,75;531213783;62553-12.137.83
0,75;531213870;62553-12.138.70
30,9;531213998;62553-12.139.98
1,09;532181698;62553-21.816.98
7,75;532187353;62553-21.873.53
12;532400723;62553-24.007.23
14,48;532413541;62553-24.135.41
15,27;532413542;62553-24.135.42
4,86;538005362;62553-80.053.62
1,79;538235807;62553-82.358.07
8,37;544342301;62554-43.423.01
93,42;544343203;62554-43.432.03
15,09;544444401;62554-44.444.01
7,57;544445901;62554-44.459.01
8,43;544446101;62554-44.461.01
20,13;544908001;62554-49.080.01
44,42;544932911;62554-49.329.11
5,22;544934301;62554-49.343.01
6,26;544934401;62554-49.344.01
2,88;544934701;62554-49.347.01
3,61;573949301;62557-39.493.01
47,96;573949501;62557-39.495.01
61,93;573976001;62557-39.760.01
21,94;574254501;62557-42.545.01
22,28;574258201;62557-42.582.01
78,98;574258502;62557-42.585.02
16,81;574273301;62557-42.733.01
1,96;574273401;62557-42.734.01
1,89;574273501;62557-42.735.01
1,82;574273601;62557-42.736.01
1,87;574273701;62557-42.737.01
6,31;574273801;62557-42.738.01
1,7;574273901;62557-42.739.01
1,7;574274001;62557-42.740.01
14,61;574274101;62557-42.741.01
22,93;574274301;62557-42.743.01
129,31;574274401;62557-42.744.01
11,47;574274501;62557-42.745.01
8,53;574274601;62557-42.746.01
46,03;574274701;62557-42.747.01
1,33;574274801;62557-42.748.01
10,98;574274901;62557-42.749.01
1,79;574275101;62557-42.751.01
1,93;574275201;62557-42.752.01
6,58;574275301;62557-42.753.01
1,7;574275401;62557-42.754.01
2,46;574275501;62557-42.755.01
1,92;574275601;62557-42.756.01
1,33;574275701;62557-42.757.01
1,33;574275801;62557-42.758.01
2;574275901;62557-42.759.01
2,75;574276001;62557-42.760.01
2,9;574276101;62557-42.761.01
2,46;574276201;62557-42.762.01
2,3;574276301;62557-42.763.01
11,14;574276401;62557-42.764.01
4,39;574276501;62557-42.765.01
3,57;574276601;62557-42.766.01
1,93;574276801;62557-42.768.01
3,38;574277001;62557-42.770.01
3,17;574277101;62557-42.771.01
3,02;574277201;62557-42.772.01
1,87;574277301;62557-42.773.01
6,18;574277401;62557-42.774.01
5,53;574277501;62557-42.775.01
24,91;574277601;62557-42.776.01
11,35;574277701;62557-42.777.01
4,25;574277801;62557-42.778.01
2,81;574277901;62557-42.779.01
1,63;574278001;62557-42.780.01
27,49;574278101;62557-42.781.01
5,49;574278201;62557-42.782.01
9,53;574278301;62557-42.783.01
2,46;574278401;62557-42.784.01
2,45;574278501;62557-42.785.01
12,54;574278701;62557-42.787.01
20,48;574279201;62557-42.792.01
12,65;574279501;62557-42.795.01
6,44;574279701;62557-42.797.01
54,17;574279901;62557-42.799.01
11,97;574280101;62557-42.801.01
7,52;574280201;62557-42.802.01
1,93;574280301;62557-42.803.01
25,72;574280501;62557-42.805.01
18,4;574280601;62557-42.806.01
32,52;574280701;62557-42.807.01
20,19;574280801;62557-42.808.01
20,15;574281201;62557-42.812.01
24,47;574281301;62557-42.813.01
8,03;574281401;62557-42.814.01
2,59;574281501;62557-42.815.01
4,57;574281601;62557-42.816.01
3,57;574281701;62557-42.817.01
5,03;574281801;62557-42.818.01
14,2;574281901;62557-42.819.01
11,4;574282001;62557-42.820.01
11,97;574282101;62557-42.821.01
9,78;574282201;62557-42.822.01
22,34;574282301;62557-42.823.01
2,36;574282601;62557-42.826.01
130,16;574282701;62557-42.827.01
8,53;574282801;62557-42.828.01
44,76;574283001;62557-42.830.01
15,76;574283101;62557-42.831.01
1,87;574283201;62557-42.832.01
20,04;574283301;62557-42.833.01
11,55;574283401;62557-42.834.01
25,2;574283501;62557-42.835.01
14,85;574283601;62557-42.836.01
2,67;574283701;62557-42.837.01
8,5;574283801;62557-42.838.01
18,6;574284001;62557-42.840.01
1,43;574284201;62557-42.842.01
1,33;574284301;62557-42.843.01
57,42;574284401;62557-42.844.01
8,54;574284501;62557-42.845.01
11,75;574336601;62557-43.366.01
100,33;574520702;62557-45.207.02
6,53;574562201;62557-45.622.01
11,35;574814901;62557-48.149.01
16,73;575502601;62557-55.026.01
0,8;520623201;78200-00.610.06
3,19;520623901;78400-00.600.25
25,04;520624001;78400-00.600.69
3,82;520624301;78420-00.600.34
4,13;520624401;78420-00.600.36
15,67;520624801;78440-00.600.61
8,46;520625401;78540-00.600.02
1,93;520625701;78540-00.600.36
1,3;520626001;78600-00.600.43
4,25;595963401;99999-00.002.00
8,63;576183202;00057-61.832.02
2,36;579460502;
237,79;599243801;
14,27;597656001;
3,53;592860401;
12,14;520342201;
49,74;529372801;
2,43;597226301;
2,06;529682101;
18,89;529682801;
38,14;599663801;
8,18;597592501;
15,24;597593001;
14,88;597593401;
4,44;597593601;
0,99;597593901;
5,38;598580901;
37,47;597547501;
12,33;597600001;
3,46;597600301;
3,46;597600401;
2,82;597600901;
3,15;597601001;
2,08;597601101;
1,33;597625601;
4,64;597625701;
2,07;597626401;
3,72;597626901;
2,02;597627001;
0,83;597627101;
5,36;597628801;
18,84;529601201;
5,12;599472001;
4,08;599483501;
2,95;599472401;
5,78;599472501;
3,19;599483601;
1,43;599472601;
0,83;599483701;
29,99;590071901;
19,99;590072001;
79,99;580489201;
12,99;580489301;
15,99;580489401;
27,76;599910601;
2,64;599870901;
6,69;599856301;
11,21;599856501;
6,31;599856401;
1,01;599852901;
1,01;599853301;
1,01;599853901;
13,28;599854001;
1,95;599855901;
13,54;599856101;
12,41;599910401;
9,65;529412001;
5,55;599872001;
1,73;599856801;
1,73;529412201;
1,57;599875701;
1,7;599856901;
16,8;599854401;
2,88;599904101;
1,82;529411901;
4,78;599863501;
1,7;599863601;
6,82;599863701;
90,44;599864001;
3,38;599864101;
1,7;599864201;
13,59;599864901;
1,01;599865001;
2,48;599874201;
119,73;599865101;
26,26;599865301;
2,7;599865801;
5,68;599865401;
42,76;599879001;
5,33;599865701;
1,63;599865601;
1,93;599877001;
10,76;599868001;
29,3;599866801;
12,91;529815601;
10,94;529673301;
25,93;529477401;
3,8;529477501;
11,75;529477601;
2,15;529510601;
0,68;529511001;
3,27;529510001;
2,07;529510101;
2;529547701;
1,01;529567501;
2,48;529510201;
11,85;529528001;
28,43;529540101;
3,8;529540601;
2,74;529542001;
2,81;529542201;
2,15;529550301;
2,31;529716401;
1,82;529716501;
3,99;529545801;
2,07;529545901;
2,8;529546001;
1,12;529550201;
3,03;529547401;
14,17;529542301;
3,19;529547501;
30,43;529514101;
4,19;529514201;
13,33;529514401;
24,56;529540201;
13,33;529542401;
2,71;529547601;
35,64;529540301;
4,97;529540501;
15,86;529542601;
17,31;529540401;
3,94;529540701;
14,17;529542501;
2,95;590331501;
4,05;529738501;
2,9;529738601;
1,89;529738701;
4,3;529738801;
1,52;598670501;
1,48;598670601;
12,38;598670701;
12,11;598670801;
2,46;529508901;
25,11;529683801;
47,83;529703901;
6,95;599732001;
29,27;599731101;
55,99;599730001;
14,52;599731601;
12,69;529440001;
1,82;599590201;
2,58;599590301;
0,68;599676801;
55,64;599588001;
3,21;599576801;
3,21;599576802;
46,08;599577401;
42,1;599688601;
43,61;599579001;
53,98;529729101;
4,13;599543001;
3,9;599543101;
2,74;599543301;
2,98;599543501;
5,36;599543801;
2,18;599544001;
2,46;599544101;
2;599544201;
1,46;599549001;
6,87;599549101;
2,44;599549301;
2,15;599549401;
2,26;529724501;
2,26;529724601;
1,12;529724701;
7,19;599549901;
14,68;599550001;
4,43;599550101;
4,43;599550201;
4,43;599550301;
1,55;599544301;
7,49;529323601;
8,27;529323701;
0,68;529724201;
1,01;529724801;
39,26;599544401;
10,76;599543901;
50,75;599547701;
4,84;599547901;
2,07;599548001;
